"type","request_number","date","year","month","block","description","lon","lat"
"Vicious Animal","11-00038445","Jan 08, 2011",2011,1,"5700 W SUNNYSIDE AVE, Chicago, Illinois","Lunging - Other - coyote - behind garages of the addtress sleeps there during day",-87.7699722,41.9626208
"Vicious Animal","11-00038601","Jan 08, 2011",2011,1,"4200 N MENARD AVE, Chicago, Illinois","coyote - sidewalk",-87.7720111,41.9567819
"Vicious Animal","11-00038799","Jan 08, 2011",2011,1,"5700 W SUNNYSIDE AVE, Chicago, Illinois","Other - coyote running in the area - wondering since last night",-87.7699722,41.9626208
"Vicious Animal","11-00038911","Jan 08, 2011",2011,1,"6400 N CLARK ST, Chicago, Illinois","Other - COYOTE HEADING SOUTH",-87.670967,41.998213
"Vicious Animal","11-00039514","Jan 09, 2011",2011,1,"400 W EUGENIE ST, Chicago, Illinois","Other - SMALL COYOTE WITH A BLACK COLLAR ON - STREET",-87.6386461,41.9128371
"Vicious Animal","11-00039608","Jan 09, 2011",2011,1,"300 W LAKE ST, Chicago, Illinois","COYOTE - IN ALLEY SOUTH OF LAKE ST, NEAR CONSTRUCTION SITE",-87.6360651,41.885715
"Vicious Animal","11-00039923","Jan 09, 2011",2011,1,"4100 N LONG AVE, Chicago, Illinois","COYOTE AROUND PARK AREA",-87.764785,41.9550545
"Vicious Animal","11-00040723","Jan 09, 2011",2011,1,"1800 N CLARK ST, Chicago, Illinois","Other - LARGE, BROWNISH- GRAY, LONG TAIL ,  COYOTE - STREET,  SIDEWALK",-87.6342764,41.9149123
"Vicious Animal","11-00045237","Jan 10, 2011",2011,1,"7700 N HASKINS AVE, Chicago, Illinois","Other - coyote inside CTA facility",-87.6742556,42.0217759
"Vicious Animal","11-00045800","Jan 10, 2011",2011,1,"3600 N NARRAGANSETT AVE, Chicago, Illinois","Other - COYOTE TAN & BROWN -INSIDE OF CEMETERY  ADDISON & NARRAGANSETT -",-87.7864081,41.9461361
"Vicious Animal","11-00047527","Jan 10, 2011",2011,1,"2000 N LINCOLN PARK , Chicago, Illinois","Other - COYOTE ADUL",-87.636652,41.9196011
"Vicious Animal","11-00047645","Jan 10, 2011",2011,1,"2200 N LINCOLN AVE, Chicago, Illinois","on lincoln just south of webster - Other - coyote - spotted crossing street",-87.6442462,41.9220157
"Vicious Animal","11-00047767","Jan 11, 2011",2011,1,"800 W DIVERSEY PKWY, Chicago, Illinois","Other - 3 small coyotes - sitting in the bus shelter on the corner",-87.6492684,41.9328424
"Vicious Animal","11-00047768","Jan 11, 2011",2011,1,"6400 S STONY ISLAND AVE, Chicago, Illinois","Other - large coyote with a black collar on it - going into jackson pk  park #1 golf course",-87.5864181,41.7787695
"Vicious Animal","11-00047945","Jan 11, 2011",2011,1,"11600 S ARTESIAN AVE, Chicago, Illinois","Other - 2 coyote - running  loose  in the  area of  116th and  artesian",-87.6820915,41.682697
"Vicious Animal","11-00047951","Jan 11, 2011",2011,1,"10700 S CAMPBELL AVE, Chicago, Illinois","Other - 2 COYOTES - STREET BETWEEN CAMPBELL AND ARTESIAN",-87.6838752,41.6990661
"Vicious Animal","11-00054447","Jan 11, 2011",2011,1,"3500 W 75TH ST, Chicago, Illinois","Other - coyote - on the porch of this address",-87.7099579,41.7569268
"Vicious Animal","11-00054786","Jan 12, 2011",2011,1,"1200 N HALSTED ST, Chicago, Illinois","COYOTE - BEHIND SCHOOL IN A PARK",-87.647265,41.904475
"Vicious Animal","11-00057332","Jan 12, 2011",2011,1,"5500 N ODELL AVE, Chicago, Illinois","Growling - COYOTE - unknow area  where coyote ..",-87.8108539,41.979103
"Vicious Animal","11-00060001","Jan 12, 2011",2011,1,"1200 N CLYBOURN AVE, Chicago, Illinois","Other - coyote - street",-87.6403805,41.9038881
"Vicious Animal","11-00060114","Jan 13, 2011",2011,1,"5000 N WESTERN AVE, Chicago, Illinois","Other - MEDIUM, GRAYISH-BROWN,   COYOTE - STREET",-87.6893914,41.9724029
"Vicious Animal","11-00066453","Jan 13, 2011",2011,1,"6600 W HAYES AVE, Chicago, Illinois","Other - large gray/brown coyote - running loose in the area between 61st - 63 rd/hayes",-87.7939653,42.0000499
"Vicious Animal","11-00066523","Jan 14, 2011",2011,1,"10300 S VINCENNES AVE, Chicago, Illinois","Other - coyote  loose in the area of  the train tracks ..",-87.65632,41.7065805
"Vicious Animal","11-00070385","Jan 14, 2011",2011,1,"9700 S DAMEN AVE, Chicago, Illinois","Other - coyote - living underneath the deck - caller has seen the animal living underneath the rear deck of the neighbor's house - caller states that the owner is on vacation; please contact the neighbor, matt houser  , and he will point out the location",-87.67258,41.7172707
"Vicious Animal","11-00071789","Jan 14, 2011",2011,1,"1400 N CLYBOURN AVE, Chicago, Illinois","Other - coyote - dark",-87.6439677,41.9066346
"Vicious Animal","11-00072277","Jan 15, 2011",2011,1,"3400 N RAVENSWOOD AVE, Chicago, Illinois","Other - 1 GRAY COYOTE AND 1 TAN DOG - METRA RAILROAD TRCKS AT RAVENSWOOD AND ROSCOE",-87.6739068,41.9432716
"Vicious Animal","11-00072846","Jan 15, 2011",2011,1,"2800 N DAMEN AVE, Chicago, Illinois","Other - 2 coyotes - in street",-87.6781509,41.9322896
"Vicious Animal","11-00072955","Jan 15, 2011",2011,1,"1700 W FULLERTON AVE, Chicago, Illinois","Other - 2 COYOTE BEHIND TJ MAX STRIP MALL - FEILD  BEHIND STRIP MALL",-87.6708016,41.9254259
"Vicious Animal","11-00073043","Jan 15, 2011",2011,1,"2600 W ADDISON ST, Chicago, Illinois","Other - coyote - field  eating a cat",-87.693568,41.9470529
"Vicious Animal","11-00073736","Jan 16, 2011",2011,1,"1600 N MOHAWK ST, Chicago, Illinois","Other - coyote - in vacant lot",-87.6422299,41.9111335
"Vicious Animal","11-00073942","Jan 16, 2011",2011,1,"600 W CHICAGO AVE, Chicago, Illinois","Other - large brown coyote - street",-87.6433858,41.8975334
"Vicious Animal","11-00073991","Jan 17, 2011",2011,1,"6600 S INGLESIDE AVE, Chicago, Illinois","correct address is - coyote - going w/b  down 67th st",-87.602491,41.77476
"Vicious Animal","11-00074058","Jan 17, 2011",2011,1,"9700 S DAMEN AVE, Chicago, Illinois","Lunging - coyote - underneath a deck",-87.67258,41.7172707
"Vicious Animal","11-00075638","Jan 18, 2011",2011,1,"2900 N LAKEWOOD AVE, Chicago, Illinois","Other - MEDIUM BROWN COYOTE -   HEADING SOUTH ON LAKEWOOD",-87.6612099,41.9343438
"Vicious Animal","11-00075639","Jan 18, 2011",2011,1,"3500 N NORMANDY AVE, Chicago, Illinois","Other - large,   tan/white,long bushy tail, coyote - street",-87.7936824,41.9438341
"Vicious Animal","11-00075966","Jan 18, 2011",2011,1,"5000 N LEAVITT ST, Chicago, Illinois","Other - 3 COYOTE - ROAMING THROUGHOUT WINNEMAC PARK",-87.6844044,41.9724671
"Vicious Animal","11-00082080","Jan 18, 2011",2011,1,"3400 N NORMANDY AVE, Chicago, Illinois","Other - coyote - headed west on cornelia",-87.793744,41.9419899
"Vicious Animal","11-00082185","Jan 19, 2011",2011,1,"11600 S LAFLIN ST, Chicago, Illinois","Other - MEDIUM, - MEDIUM,  BROWNISH, GRAY, COYOTE - SIDEWALK",-87.6595195,41.6828928
"Vicious Animal","11-00082717","Jan 19, 2011",2011,1,"300 W BELMONT AVE, Chicago, Illinois","coyote - in lincoln park next to on ramp",-87.6391491,41.9402644
"Vicious Animal","11-00088995","Jan 20, 2011",2011,1,"2700 N ASHLAND AVE, Chicago, Illinois","Other - SMALL COYOTE - ON STREET HEADING WEST ON DIVERSEY",-87.6686919,41.930667
"Vicious Animal","11-00097110","Jan 20, 2011",2011,1,"6100 N MCCLELLAN AVE, Chicago, Illinois","Attacking - coyote/medium/furry tail - at 11pm last night chasing a deer near meredith/mcclellan",-87.7691771,41.9943622
"Vicious Animal","11-00105283","Jan 22, 2011",2011,1,"4800 W BRYN MAWR AVE, Chicago, Illinois","Other - coyote - near forest preserves. bryn mawr and edens prkwy...northeast corner of cross street...there is a hole in ground approx 3ft in diameter..round approx 2ft deep.. and then further underground.. saw a coyote..tracks and trails to and from the hole ..possible coyote den ....",-87.7496479,41.9829915
"Vicious Animal","11-00105863","Jan 22, 2011",2011,1,"500 S CENTRAL AVE, Chicago, Illinois","Other - CALLER SPOTTED 2 COYOTES IN THE AREA.",-87.7649613,41.8737893
"Vicious Animal","11-00106203","Jan 23, 2011",2011,1,"1600 N CLYBOURN AVE, Chicago, Illinois","Other - 2 large gray coyotes - roaming the area",-87.6495132,41.9109176
"Vicious Animal","11-00106854","Jan 23, 2011",2011,1,"900 W CONCORD PL, Chicago, Illinois","Other - CALLER STATES COYOTE SIGHTED IN THE PARKING LOT.",-87.650743,41.9118028
"Vicious Animal","11-00106991","Jan 23, 2011",2011,1,"400 W OAK ST, Chicago, Illinois","Other - COYOTE - STREET",-87.6388345,41.9004491
"Vicious Animal","11-00107009","Jan 23, 2011",2011,1,"2800 S ASHLAND AVE, Chicago, Illinois","Other - coyote - parking lot  ran around building",-87.6690583,41.8422513
"Vicious Animal","11-00107019","Jan 23, 2011",2011,1,"1200 N HALSTED ST, Chicago, Illinois","Other - 2 COYOTES SIGHTED BEHIND THE GAS STATION.",-87.647265,41.904475
"Vicious Animal","11-00107031","Jan 23, 2011",2011,1,"800 W EASTMAN ST, Chicago, Illinois","Other - coyote or wolf - vacant lot",-87.6481998,41.9074642
"Vicious Animal","11-00107153","Jan 24, 2011",2011,1,"10600 S LONGWOOD DR, Chicago, Illinois","Other - large brown coyote - running north on longwood",-87.6717063,41.7008436
"Vicious Animal","11-00114479","Jan 24, 2011",2011,1,"2200 N CANNON DR, Chicago, Illinois","Growling - 2 large coyote - in the underpass columbus dickens and armitage",-87.6354324,41.9188177
"Vicious Animal","11-00114787","Jan 24, 2011",2011,1,"300 W BARRY AVE, Chicago, Illinois","Other - COYOTE - IN THE UNDERPASS",-87.6372955,41.9377508
"Vicious Animal","11-00115379","Jan 25, 2011",2011,1,"6900 W ADDISON ST, Chicago, Illinois","Other - large brown/gray coyote - running loose",-87.7984151,41.9454322
"Vicious Animal","11-00116113","Jan 25, 2011",2011,1,"5100 N LEAVITT ST, Chicago, Illinois","coyote next to baseball diamond wandering about - Other - coyote - by baseball diamond at winnemac park",-87.6845052,41.9741068
"Vicious Animal","11-00117783","Jan 25, 2011",2011,1,"2300 W WINNEMAC AVE, Chicago, Illinois"," reporting a coyote - Other",-87.686847,41.973322
"Vicious Animal","11-00118918","Jan 25, 2011",2011,1,"9800 S HOYNE AVE, Chicago, Illinois","BETWEEN OAKLEY AND HOYNE   A COYOTE - COYOTE",-87.6749297,41.7154126
"Vicious Animal","11-00122316","Jan 25, 2011",2011,1,"5100 N LEAVITT ST, Chicago, Illinois","Other - coyote - roaming inside winnemac park district",-87.6845052,41.9741068
"Vicious Animal","11-00122672","Jan 25, 2011",2011,1,"5100 N LEAVITT ST, Chicago, Illinois","Other - coyote - caller spotted a coyote in the middle of winnemac park, heading east towards the school.",-87.6845052,41.9741068
"Vicious Animal","11-00122733","Jan 25, 2011",2011,1,"5200 N DAMEN AVE, Chicago, Illinois","Other - coyote - sitting in the middle of winnemac park, just sitting.",-87.6795745,41.9761592
"Vicious Animal","11-00122923","Jan 25, 2011",2011,1,"2000 W ARGYLE ST, Chicago, Illinois","Other - coyote - in middle of winnemac park",-87.679281,41.9723909
"Vicious Animal","11-00122939","Jan 25, 2011",2011,1,"5100 N LEAVITT ST, Chicago, Illinois","Other - COYOTE - IN PARK WINNEMAC PARK  NEAR THE STADUIM",-87.6845052,41.9741068
"Vicious Animal","11-00124162","Jan 25, 2011",2011,1,"400 E HURON ST, Chicago, Illinois","Other - coyote - street",-87.6177663,41.8950432
"Vicious Animal","11-00124167","Jan 25, 2011",2011,1,"100 E CHICAGO AVE, Chicago, Illinois","Other - coyote - on chicago east of michigan - coyote walking and running in street",-87.625405,41.8968013
"Vicious Animal","11-00124180","Jan 25, 2011",2011,1,"5800 W JACKSON BLVD, Chicago, Illinois","Other - coyoet - coyote - in park",-87.7696587,41.8770148
"Vicious Animal","11-00124186","Jan 25, 2011",2011,1,"0 E DIVISION ST, Chicago, Illinois","Other - coyote - sidewalk",-87.6273488,41.9041605
"Vicious Animal","11-00124215","Jan 26, 2011",2011,1,"700 W DIVISION ST, Chicago, Illinois","Other - SMALL COYOTE - ON STREET GOING NORTHBOUND",-87.6461316,41.9039109
"Vicious Animal","11-00124273","Jan 26, 2011",2011,1,"5000 N LINCOLN AVE, Chicago, Illinois","Other - LARGE BROWN COYOTE - RUNNING LOOSE IN THE AREA",-87.6910174,41.9720194
"Vicious Animal","11-00125009","Jan 26, 2011",2011,1,"2800 W RASCHER AVE, Chicago, Illinois","Other - 2 coyotes - caller states that she heard the animal in the backyard and neighbor saw them roaming",-87.699096,41.9803729
"Vicious Animal","11-00125047","Jan 26, 2011",2011,1,"900 W VERMONT ST, Chicago, Illinois","Other - coyote in the area, supervisor will call in - street",-87.6440269,41.6616397
"Vicious Animal","11-00125911","Jan 26, 2011",2011,1,"3700 N CUMBERLAND AVE, Chicago, Illinois","Other - coyote - seen in the open field of the forest preserve for the last 2 days",-87.8366279,41.9474533
"Vicious Animal","11-00130681","Jan 26, 2011",2011,1,"2900 W RASCHER AVE, Chicago, Illinois","Attacking - 2 full grown coyotes - just killed a cat",-87.7018084,41.9805955
"Vicious Animal","11-00130791","Jan 26, 2011",2011,1,"6800 W BELDEN AVE, Chicago, Illinois","Growling - 4 medium coyotes - inside sayre park district - howling/growling - xfrd by 911 dispatch",-87.7951794,41.9211632
"Vicious Animal","11-00130870","Jan 26, 2011",2011,1,"9800 S HAMILTON AVE, Chicago, Illinois","Other - coyote - in the rear of the home",-87.6761237,41.7153978
"Vicious Animal","11-00132815","Jan 27, 2011",2011,1,"2600 N CANNON DR, Chicago, Illinois","Other - Coyote sightings.. January 24, 2011 monday approx 7:45pm.. 2 coyotes in lincoln park ..where the driving range and diversey harbor.. area near the restraunt ..",-87.6348995,41.9281055
"Vicious Animal","11-00135370","Jan 27, 2011",2011,1,"3900 S RACINE AVE, Chicago, Illinois","WB  - Other - coyote - traveling wb",-87.6559745,41.8231991
"Vicious Animal","11-00135714","Jan 27, 2011",2011,1,"6800 W DICKENS AVE, Chicago, Illinois","in the park south side - Other - large and a small coyote - park",-87.7950642,41.9181227
"Vicious Animal","11-00137070","Jan 27, 2011",2011,1,"9700 S HAMILTON AVE, Chicago, Illinois","Attacking - COYOTE/LARGE/VERY HAIRY - TRYING TO GET INTO SVL RESIDENTS GATES TO ATTACK THEIR DOGS",-87.6761623,41.7172263
"Vicious Animal","11-00138362","Jan 28, 2011",2011,1,"9700 S HOYNE AVE, Chicago, Illinois","Other - coyote - alley and in the backyards..have spotted it for the past few evenings",-87.6749682,41.7172411
"Vicious Animal","11-00138378","Jan 28, 2011",2011,1,"9700 S HOYNE AVE, Chicago, Illinois","coyote - alley - Growling",-87.6749682,41.7172411
"Vicious Animal","11-00141345","Jan 28, 2011",2011,1,"9700 S HAMILTON AVE, Chicago, Illinois","Attacking - coyote - A sickly looking coyote has a den at   The coyote is living in both vacant yards.  The house at  is vacant and the house at  has been vacant for over a month - homeowner sick and staying with family.  The coyote attacked a dog last night on this block - this animal is following residents and approaching house's with kids.  Dangerous - safety issue.   is the owner of the dog that was threatened last night.",-87.6761623,41.7172263
"Vicious Animal","11-00141424","Jan 28, 2011",2011,1,"9700 S HAMILTON AVE, Chicago, Illinois","Lunging - coyote - Coyote attacking animals on 97th and Hamilton.  Hiding / living in the backyard of a vacant house at 9727 S Hamilton",-87.6761623,41.7172263
"Vicious Animal","11-00141857","Jan 28, 2011",2011,1,"4800 S WOODLAWN AVE, Chicago, Illinois","Other - coyote - backyard",-87.5968109,41.8078057
"Vicious Animal","11-00142103","Jan 28, 2011",2011,1,"1900 N SEDGWICK ST, Chicago, Illinois","Other - COYOTE",-87.6390107,41.9166197
"Vicious Animal","11-00142225","Jan 28, 2011",2011,1,"1400 W BLACKHAWK ST, Chicago, Illinois","Other - coyote large",-87.6630549,41.9071682
"Vicious Animal","11-00142299","Jan 28, 2011",2011,1,"2400 N NB OUTER LAKE SHORE DR, Chicago, Illinois","Other - 2 coyote - near the lagoon",-87.636679,41.9394452
"Vicious Animal","11-00142307","Jan 28, 2011",2011,1,"1800 N CLARK ST, Chicago, Illinois","Other - 2 coyotes in the lincoln park area - street",-87.6342764,41.9149123
"Vicious Animal","11-00142521","Jan 29, 2011",2011,1,"11800 S AVENUE O , Chicago, Illinois","Other - COYOTE - STREET",-87.5401558,41.6808992
"Vicious Animal","11-00142747","Jan 29, 2011",2011,1,"2800 W RASCHER AVE, Chicago, Illinois","Other - coyote   spotted in the area  now in front of callers  home - seen also at  ",-87.699096,41.9803729
"Vicious Animal","11-00142798","Jan 29, 2011",2011,1,"400 S LA SALLE ST, Chicago, Illinois","tracks of metra la salle street station.. was on platform - Other - coyote - on tracks of metra la salle street station.. was on platform...",-87.6321341,41.8764788
"Vicious Animal","11-00143042","Jan 29, 2011",2011,1,"11400 S FAIRFIELD AVE, Chicago, Illinois","Other - 2 coyotes spotted inside the Mt. Olivet cemetary area - wandering around the cemetary",-87.6898726,41.6860729
"Vicious Animal","11-00143531","Jan 29, 2011",2011,1,"1800 N CLARK ST, Chicago, Illinois","Other - WOLF OR COYOTE - STREET",-87.6342764,41.9149123
"Vicious Animal","11-00143730","Jan 29, 2011",2011,1,"9700 S LEAVITT ST, Chicago, Illinois","Other - coyote - running down the street",-87.6773948,41.7172122
"Vicious Animal","11-00143739","Jan 29, 2011",2011,1,"1900 N SEDGWICK ST, Chicago, Illinois","Other - COYOTE - STREET GOING WEST",-87.6390107,41.9166197
"Vicious Animal","11-00143766","Jan 29, 2011",2011,1,"700 W DIVISION ST, Chicago, Illinois","Other - COYOTE - STREET",-87.6461316,41.9039109
"Vicious Animal","11-00143779","Jan 29, 2011",2011,1,"900 N KINGSBURY ST, Chicago, Illinois","Other - coyote - in street headed northbound",-87.6447015,41.8988315
"Vicious Animal","11-00144497","Jan 30, 2011",2011,1,"10000 S MUSKEGON AVE, Chicago, Illinois","Other - 2 coyotes - spotted in caller's backyard, usually in the area all the time.",-87.5551057,41.7133625
"Vicious Animal","11-00147443","Jan 31, 2011",2011,1,"6600 N WESTERN AVE, Chicago, Illinois","AROUND PRATT AND RIDGE - Other - COYOTEE - WARREN PARK",-87.6904211,42.0020548
"Vicious Animal","11-00151863","Jan 31, 2011",2011,1,"2200 N NEWLAND AVE, Chicago, Illinois","Other - 2 COYOTES - GRASS OF PARK AREA",-87.7988197,41.9199013
"Vicious Animal","11-00152605","Feb 01, 2011",2011,2,"2400 W WINNEMAC AVE, Chicago, Illinois","Other - coyote - loose in the area now  ..",-87.6890966,41.9730205
"Vicious Animal","11-00153102","Feb 01, 2011",2011,2,"2400 W LAWRENCE AVE, Chicago, Illinois","Other - coyote - street",-87.6889733,41.9686074
"Vicious Animal","11-00153175","Feb 01, 2011",2011,2,"4800 N DAMEN AVE, Chicago, Illinois","Other - LARGE, BROWN COYOTE - ROAMING AREA",-87.6794939,41.9689816
"Vicious Animal","11-00153186","Feb 01, 2011",2011,2,"2100 W WINDSOR AVE, Chicago, Illinois","Other - COYOTE - COYOTE SPOTTED IN THE STREET",-87.6823027,41.9641354
"Vicious Animal","11-00153190","Feb 01, 2011",2011,2,"4700 N BROADWAY , Chicago, Illinois","Other - BROWN LARGE, COYOTE - RUNNING NORTH ON BROADWAY",-87.6589122,41.9672983
"Vicious Animal","11-00153204","Feb 01, 2011",2011,2,"4600 N MAGNOLIA AVE, Chicago, Illinois","Other - coyote - loose in the area right now",-87.6614653,41.9655204
