"type","request_number","date","year","month","block","description","lon","lat"
"Injured Animal","11-03687793","Aug 29, 2011",2011,8,"1100 W 19TH PL, Chicago, Illinois","Home - opossum - caller is not sure opossum is hurt/opossum is lying by the front gate by the gangway on the top step",-87.6531549,41.8559534
"Injured Animal","11-03690567","Aug 30, 2011",2011,8,"9600 S MORGAN ST, Chicago, Illinois","Street - opossum - hit by car",-87.6483053,41.71915
"Injured Animal","11-03694038","Aug 30, 2011",2011,8,"5300 W 54TH ST, Chicago, Illinois","OPOSSUM - OPOSSUM JUST LAYING IN THE BACKYARD, NOT MOVING - Back yard",-87.7550215,41.7946476
"Injured Animal","11-03695579","Aug 30, 2011",2011,8,"8200 S INGLESIDE AVE, Chicago, Illinois","Vacant lot/Parking lot - new born opossum - babies",-87.601735,41.745692
"Injured Animal","11-03699896","Aug 31, 2011",2011,8,"5800 N ODELL AVE, Chicago, Illinois","Back yard - oppossum - bleeding",-87.8109289,41.9854677
"Injured Animal","11-03718289","Sep 03, 2011",2011,9,"4900 W ADDISON ST, Chicago, Illinois","Back yard - OPOSSUM - 5 NEWBORN OPOSSUMS LAYING NEXT TO DEAD MOM IN YARD BY FENCE - YARD OPEN WALK THROUGH CAR PORT TURN RIGHT TO FENCE.",-87.7474939,41.9463202
"Injured Animal","11-03722139","Sep 05, 2011",2011,9,"3700 W 61ST PL, Chicago, Illinois","Home - baby oppossum - just born",-87.7156261,41.781712
"Injured Animal","11-03745792","Sep 07, 2011",2011,9,"1800 W WARNER AVE, Chicago, Illinois","Back yard - OPOSSUM - STUCK IN FENCE",-87.674404,41.957216
"Injured Animal","11-03761225","Sep 10, 2011",2011,9,"4900 N MULLIGAN AVE, Chicago, Illinois","Other - opossum - sick and laying in driveway",-87.7869972,41.9703813
"Injured Animal","11-03762599","Sep 11, 2011",2011,9,"4600 W SCHUBERT AVE, Chicago, Illinois","Sidewalk - opossum - walking funny",-87.74249,41.930114
"Injured Animal","11-03781778","Sep 14, 2011",2011,9,"200 N LOREL AVE, Chicago, Illinois","Other / ON SIDE OF HOUSE - OPOSSUM - MOUTH IS BLOODY AND OPOSSUM IS STAGGERING",-87.7592081,41.8844674
"Injured Animal","11-03783578","Sep 14, 2011",2011,9,"4100 S WABASH AVE, Chicago, Illinois","Other - opossum - inside business trailer/ILL School bus company - sick seems to have ate rat poison",-87.6253295,41.8197241
"Injured Animal","11-03794594","Sep 15, 2011",2011,9,"3700 W 103RD ST, Chicago, Illinois","in resident hall at xavier university - Home - sick opossum - in recycling bin in front lobby of rubloff hall / campus police told students to call ACC - caller believes opossum to be rabid",-87.7161339,41.7069171
"Injured Animal","11-03801657","Sep 16, 2011",2011,9,"5600 N ELSTON AVE, Chicago, Illinois","opossum - Front yard",-87.7644623,41.9830064
"Injured Animal","11-03802671","Sep 17, 2011",2011,9,"7300 S CARPENTER ST, Chicago, Illinois","Street - 2 OPOSSUM - LOOK SICK",-87.650724,41.761348
"Injured Animal","11-03802696","Sep 17, 2011",2011,9,"7600 S ABERDEEN ST, Chicago, Illinois","Street - oppossum - 3-baby oppossum in engine area of  car (95 gmc van-marroon and brown) van is in backyard",-87.6517685,41.755807
"Injured Animal","11-03806066","Sep 19, 2011",2011,9,"10600 S VERNON AVE, Chicago, Illinois","Alley - opossum - 2 baby opossums inside garbage cart for 3 days`",-87.6126404,41.7016943
"Injured Animal","11-03812694","Sep 20, 2011",2011,9,"3900 W MONTROSE AVE, Chicago, Illinois","ne corner Parkway - oppossum - unknown",-87.7255523,41.9611536
"Injured Animal","11-03813412","Sep 20, 2011",2011,9,"3900 W MONTROSE AVE, Chicago, Illinois","Opossum - Street",-87.7255523,41.9611536
"Injured Animal","11-03827925","Sep 21, 2011",2011,9,"500 W 95TH ST, Chicago, Illinois","Sidewalk - opossum - stuck on the barb wire in the rear of this address",-87.6360728,41.7217531
"Injured Animal","11-03830158","Sep 22, 2011",2011,9,"600 N FAIRBANKS CT, Chicago, Illinois","baby oppossum infront of a business just sitting hissing at people",-87.6206148,41.8930002
"Injured Animal","11-03834179","Sep 22, 2011",2011,9,"5900 S ARTESIAN AVE, Chicago, Illinois","Front yard - opossum - is not moving just laying by a bush",-87.6850599,41.7865336
"Injured Animal","11-03840713","Sep 23, 2011",2011,9,"8200 S INGLESIDE AVE, Chicago, Illinois","possum in the backyard  not moving  too much",-87.601735,41.745692
"Injured Animal","11-03842197","Sep 24, 2011",2011,9,"800 N PARKSIDE AVE, Chicago, Illinois","Back yard - opossum - opossum - inside the garbage cans",-87.7666461,41.8948439
"Injured Animal","11-03842266","Sep 24, 2011",2011,9,"6100 S GREEN ST, Chicago, Illinois","opossum - Home - newborn baby in basement",-87.646435,41.7832409
"Injured Animal","11-03842920","Sep 24, 2011",2011,9,"10100 S HOYNE AVE, Chicago, Illinois","Sidewalk - opossum - stuck in garage overhead door some how",-87.6757386,41.7099456
"Injured Animal","11-03843124","Sep 25, 2011",2011,9,"10100 S HOYNE AVE, Chicago, Illinois","Other - OPOSSUM - LEG TRAPPED UNDER GARAGE DOOR OPOSSUM IS SCREAMING AND CRYING",-87.6757386,41.7099456
"Injured Animal","11-03873634","Sep 29, 2011",2011,9,"4300 S CHAMPLAIN AVE, Chicago, Illinois","Back yard - oppossum - not sure - under stairs",-87.6104096,41.8167341
"Injured Animal","11-03875716","Sep 30, 2011",2011,9,"1300 W FILLMORE ST, Chicago, Illinois","Opossum - Front Yard - in the patio area",-87.6593272,41.8688323
"Injured Animal","11-03880155","Sep 30, 2011",2011,9,"12200 S MICHIGAN AVE, Chicago, Illinois","opossum - laying in yard of streets & sans ward yard",-87.620677,41.672443
"Injured Animal","11-03883845","Oct 01, 2011",2011,10,"6100 S KEATING AVE, Chicago, Illinois","Back yard - OPOSSUM - UNK",-87.7414419,41.7819488
"Injured Animal","11-03893395","Oct 03, 2011",2011,10,"5100 S KIMBARK AVE, Chicago, Illinois","Back yard - rat or oppossum - stuck in fence",-87.595498,41.802037
"Injured Animal","11-03910433","Oct 06, 2011",2011,10,"6200 N NIAGARA AVE, Chicago, Illinois","Vacant lot/Parking lot-front parking lot - opossum - stuck inside city black garbage need ACC to remove - inside front parking lot/driveway area",-87.8008016,41.9934009
"Injured Animal","11-03912352","Oct 06, 2011",2011,10,"3100 W 83RD PL, Chicago, Illinois","OPOSSUM - OPOSSUM STUCK UNDER THE HOOD OF A OLD CAR IN THE DRIVEWAY - Other",-87.6995174,41.7419347
"Injured Animal","11-03915034","Oct 07, 2011",2011,10,"9600 S LONGWOOD DR, Chicago, Illinois","Back yard - opossum - just laying there",-87.6694211,41.7191511
"Injured Animal","11-03934190","Oct 11, 2011",2011,10,"3500 W 83RD ST, Chicago, Illinois","Alley - babies coming out of a dead opossum",-87.7096991,41.7426233
"Injured Animal","11-03936868","Oct 12, 2011",2011,10,"800 E 78TH ST, Chicago, Illinois","Vacant lot/Parking lot - OPOSSUM - HURT - LAYING BY DOOR IN PARKING LOT ENTER FROM 78TH ST",-87.6048655,41.7531848
"Injured Animal","11-03940885","Oct 12, 2011",2011,10,"3700 W 84TH ST, Chicago, Illinois","Back yard - OPOSSUM - IS DYING..IN THE GARAGE",-87.7145672,41.7407331
"Injured Animal","11-03954577","Oct 14, 2011",2011,10,"8700 S LONGWOOD DR, Chicago, Illinois","Back yard - opossum/ by the shed may be dying something a matter with it - sick",-87.6746254,41.7342168
"Injured Animal","11-03957140","Oct 15, 2011",2011,10,"9400 S PLEASANT AVE, Chicago, Illinois","Street - OPOSSUM - HIT BY A CAR",-87.6701145,41.7227813
"Injured Animal","11-03958465","Oct 15, 2011",2011,10,"6900 N BELL AVE, Chicago, Illinois","Parkway - opossum - broken legs - N/A - ",-87.6859309,42.0063367
"Injured Animal","11-03958901","Oct 16, 2011",2011,10,"2200 W AINSLIE ST, Chicago, Illinois","Street - OPOSSUM - HIT BY A CAR",-87.6842693,41.9707058
"Injured Animal","11-03981800","Oct 19, 2011",2011,10,"8300 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","Other - 2 opossums - 2 opposums inside garbage carts at kentucky fried chicken - 2 opposums trapped in garbage carts at kentucky fried chicken",-87.6151472,41.7435603
"Injured Animal","11-04030626","Oct 27, 2011",2011,10,"9500 S CONSTANCE AVE, Chicago, Illinois","in picnic ground area of complex in courtyard - Front yard - opossum - injured/sick - laying on ground - been there all night",-87.5792043,41.7215138
"Injured Animal","11-04035082","Oct 28, 2011",2011,10,"13500 S MACKINAW AVE, Chicago, Illinois","Opossum - Alley - someone dumped dead animal in garbage cart",-87.5425794,41.649907
"Injured Animal","11-04035654","Oct 28, 2011",2011,10,"300 W 107TH ST, Chicago, Illinois","Back yard - DOG - DOG HAS BEEN BIT BY A OPOSSUM",-87.6307077,41.6990914
"Injured Animal","11-04038884","Oct 30, 2011",2011,10,"5100 N LOWELL AVE, Chicago, Illinois","2ND REQ - PLS LET CALLER KNOW IF AC WILL PICKUP TODAY - Back yard - OPOSSUM - SICK AND HIDING UNDERNEATH WOOD IN YARD BY FENCE",-87.7371049,41.9737462
"Injured Animal","11-04053459","Nov 01, 2011",2011,11,"1300 W FILLMORE ST, Chicago, Illinois","Other - oppossum - unknown stuck in window well",-87.6593272,41.8688323
"Injured Animal","11-04058761","Nov 02, 2011",2011,11,"300 S DAMEN AVE, Chicago, Illinois","ON JACKSON SIDE OF MALCOLM X COLLEGE, NEAR MAIN ENTRANCE - Other - OPOSSUM - OPOSSUM APPEARS TO BE SICK. OUT DURING THE DAY. NOT RUNNING FROM ANYONE",-87.6770462,41.8768313
"Injured Animal","11-04074919","Nov 05, 2011",2011,11,"7400 N ASHLAND BLVD, Chicago, Illinois","Curb line - opossum - hit by auto, lying on ground",-87.6703239,42.0159879
"Injured Animal","11-04074920","Nov 05, 2011",2011,11,"7300 N ASHLAND BLVD, Chicago, Illinois","ON JARVIS - OPOSSUM - CANNOT MOVE, BLOODY",-87.6702441,42.0138306
"Injured Animal","11-04075503","Nov 05, 2011",2011,11,"6600 S ALBANY AVE, Chicago, Illinois","Front yard - opossum - out in day not moving -  - opossum",-87.7008456,41.7733775
"Injured Animal","11-04082073","Nov 07, 2011",2011,11,"2600 S PRAIRIE AVE, Chicago, Illinois","Opossum - Back Yard - on back porch on second floor",-87.6204809,41.8456807
"Injured Animal","11-04083899","Nov 07, 2011",2011,11,"5000 W GUNNISON ST, Chicago, Illinois","Parkway IN FRONT OF HYDRANT - OPOSSUM - OPOSSUM HAS MISSING PAW AND IS BLEEDING",-87.7528254,41.9691777
"Injured Animal","11-04085334","Nov 08, 2011",2011,11,"2100 E 100TH ST, Chicago, Illinois","Back yard - opossum - moving slowly - opossum",-87.5721758,41.7136232
"Injured Animal","11-04088763","Nov 08, 2011",2011,11,"5000 W JACKSON BLVD, Chicago, Illinois","Other - OPOSSUM - HURT & ON A 2ND STORY WINDOW LEDGE - ENTER FROM QUNICY SIDE",-87.7494798,41.876989
"Injured Animal","11-04105123","Nov 11, 2011",2011,11,"8200 S SAWYER AVE, Chicago, Illinois","Back yard - OPOSSUM - STUCK UNDER FENCE,CANNOT MOVE",-87.7037713,41.7441378
"Injured Animal","11-04107214","Nov 11, 2011",2011,11,"4700 N TROY ST, Chicago, Illinois","Front yard - opossum - stuck on the spikes of the fence",-87.707541,41.9667839
"Injured Animal","11-04108307","Nov 12, 2011",2011,11,"6300 N BELL AVE, Chicago, Illinois","Back yard - opossum - inside the compose cart.",-87.6864454,41.9961119
"Injured Animal","11-04109446","Nov 13, 2011",2011,11,"4900 W AUGUSTA BLVD, Chicago, Illinois","Alley - opossum - 3 newborn opossums inside the garbage cart -- they cannot get out",-87.74855,41.898908
"Injured Animal","11-04109577","Nov 13, 2011",2011,11,"4900 W AUGUSTA BLVD, Chicago, Illinois","opossum - in garbage carts",-87.74855,41.898908
"Injured Animal","11-04124817","Nov 15, 2011",2011,11,"1300 W WINNEMAC AVE, Chicago, Illinois","Opossum",-87.662394,41.97388
"Injured Animal","11-04130620","Nov 16, 2011",2011,11,"6100 S KIMBARK AVE, Chicago, Illinois","Back yard - opossum - not moving on the back porch",-87.5954598,41.7839693
"Injured Animal","11-04145785","Nov 18, 2011",2011,11,"9000 S CALUMET AVE, Chicago, Illinois","Street - opossum - hit by car",-87.6160029,41.7309807
"Injured Animal","11-04146601","Nov 19, 2011",2011,11,"5300 N OSCEOLA AVE, Chicago, Illinois","OPOSSUM - Alley - OPOSSUM TRAPPED INSIDE THE GARBAGE CART IN THE ALLEY",-87.8135019,41.9763448
"Injured Animal","11-04148447","Nov 20, 2011",2011,11,"4300 N OAKLEY AVE, Chicago, Illinois","Front yard - opossum - stuck in between wood post",-87.6861853,41.9594988
"Injured Animal","11-04168213","Nov 25, 2011",2011,11,"2800 W 83RD ST, Chicago, Illinois","Back yard - opossum - keeps trying to get up, but cant for some reason. just laying there. acting sick or injured",-87.692645,41.7428662
"Injured Animal","11-04170652","Nov 26, 2011",2011,11,"8900 S YATES BLVD, Chicago, Illinois","Street - opossum - laying at the end of caller's driveway",-87.5662153,41.7333862
"Injured Animal","11-04173487","Nov 28, 2011",2011,11,"4800 W WALTON ST, Chicago, Illinois","IN FRONT OF MCNAIR ELEMENTARY SCHOOL - Curb line - OPOSSUM - APPEARS TO BE SICK, MOVING SLOW - PLEASE COME ASAP, STUDENTS COMING TO SCHOOL",-87.7458575,41.8977524
"Injured Animal","11-04178520","Nov 28, 2011",2011,11,"5100 S RUTHERFORD AVE, Chicago, Illinois","oppossum - Back yard - bleeding face",-87.7908394,41.7994111
"Injured Animal","11-04185603","Nov 29, 2011",2011,11,"8400 S MARYLAND AVE, Chicago, Illinois","Street - opossum - looks wounded",-87.6040992,41.7416871
"Injured Animal","11-04186270","Nov 30, 2011",2011,11,"8400 S MARYLAND AVE, Chicago, Illinois","oossum - injured - oppossum - Street",-87.6040992,41.7416871
"Injured Animal","11-04191882","Nov 30, 2011",2011,11,"1900 N NATOMA AVE, Chicago, Illinois","Back yard - OPOSSUM - CALLER SAID THAT THE OPOSSUM IS BLEEDING AND BARELY MOVING",-87.791531,41.9146633
"Injured Animal","11-04209116","Dec 05, 2011",2011,12,"7500 S YATES BLVD, Chicago, Illinois","Back yard - OPOSSUM - LOCATED IN BACK YARD",-87.5663764,41.7589752
"Injured Animal","11-04212837","Dec 05, 2011",2011,12,"8000 W BERWYN AVE, Chicago, Illinois","Street - OPOSSUM - THERE IS A BABY OPOSSUM IN THE STREET AND IT IS STILL MOVING RIGHT NOW AND CALLER IS AFRAID IT WILL GET RAN OVER BY A CAR",-87.8271323,41.9758287
"Injured Animal","11-04212870","Dec 05, 2011",2011,12,"8000 W BERWYN AVE, Chicago, Illinois","oppossum - sitting there moves in circle paralyzed - Street",-87.8271323,41.9758287
"Injured Animal","11-04238340","Dec 11, 2011",2011,12,"3000 N ODELL AVE, Chicago, Illinois","Back yard - oppossum - legs not moving",-87.8106217,41.9345525
"Injured Animal","11-04240514","Dec 12, 2011",2011,12,"7200 N OLEANDER AVE, Chicago, Illinois","...caller state on her deck Opossum - Back Yard",-87.8151691,42.0114834
"Injured Animal","11-04242296","Dec 12, 2011",2011,12,"8000 S MORGAN ST, Chicago, Illinois","Opossum - Garbage Can",-87.6491917,41.7485954
"Injured Animal","11-04248847","Dec 13, 2011",2011,12,"6000 S NARRAGANSETT AVE, Chicago, Illinois","opossum - bleeding - Other - behind the cdot building",-87.7817328,41.783042
"Injured Animal","11-04249973","Dec 13, 2011",2011,12,"6000 S NARRAGANSETT AVE, Chicago, Illinois","Alley - opossum - hit by car",-87.7817328,41.783042
"Injured Animal","11-04266363","Dec 16, 2011",2011,12,"11400 S ST LAWRENCE AVE, Chicago, Illinois","Back yard - OPOSSUM - CALLER SAID THAT THE OPOSSUM IS LIMPING AND UNDER THE BOAT IN BACK YARD",-87.6085517,41.6872162
"Injured Animal","11-04268834","Dec 18, 2011",2011,12,"9900 S PEORIA ST, Chicago, Illinois","Sidewalk - OPOSSUM - UNKOWN -",-87.6458,41.7140048
"Injured Animal","11-04276055","Dec 19, 2011",2011,12,"2700 W BERWYN AVE, Chicago, Illinois","Street - possum - big possum. animal is being runned over by vehicles.",-87.6965399,41.9776579
"Injured Animal","11-04276057","Dec 19, 2011",2011,12,"2700 W BERWYN AVE, Chicago, Illinois","Street - oppossum - struck -- by car",-87.6965399,41.9776579
"Injured Animal","11-04283935","Dec 21, 2011",2011,12,"10300 S WENTWORTH AVE, Chicago, Illinois","Street - opossum - hit by car, legs missing.",-87.6282913,41.7070983
"Injured Animal","11-04286601","Dec 21, 2011",2011,12,"1600 W HOWARD ST, Chicago, Illinois","Other - opossum - is moving like it is sick..in front of the resturant doorway",-87.6870638,42.0194635
"Injured Animal","11-04294472","Dec 23, 2011",2011,12,"2900 S PARNELL AVE, Chicago, Illinois","Back yard - opossum - the animal is stuck in the backyard between deckbox and the umbrella - opossum",-87.6402796,41.8417509
"Injured Animal","11-04303508","Dec 27, 2011",2011,12,"5400 N CHRISTIANA AVE, Chicago, Illinois","oppossum - Back yard underneath backporch (in the basement walkway - bleeding)",-87.7127396,41.9794963
"Injured Animal","11-04313880","Dec 29, 2011",2011,12,"8100 S RHODES AVE, Chicago, Illinois","Front yard - oppossum - not sure",-87.6114833,41.747315
"Injured Animal","11-04327710","Dec 31, 2011",2011,12,"6900 N WESTERN AVE, Chicago, Illinois","Front yard - OPOSSUM STUCK ON THE FENCE  ..  UNABLE TO MOVE",-87.6904246,42.0071204
"Injured Animal","12-00004155","Jan 02, 2012",2012,1,"4200 N WOLCOTT AVE, Chicago, Illinois"," Alley - OPOSSUM - OPOSSUM IS INSIDE OF BLUE RECYCLE CART HURT",-87.6758845,41.9578628
"Injured Animal","12-00011980","Jan 04, 2012",2012,1,"2800 W COYLE AVE, Chicago, Illinois","Back yard - opossum - walking with a limp around the backyard",-87.6999794,42.0077749
"Injured Animal","12-00025665","Jan 06, 2012",2012,1,"7300 S CLYDE AVE, Chicago, Illinois","oppossum in the bk alley - bleeding from the head - Alley",-87.5740526,41.7623871
"Injured Animal","12-00030021","Jan 06, 2012",2012,1,"5700 S TROY ST, Chicago, Illinois","Back yard - oppossum - stuck on neighbor's fence",-87.7025394,41.7897631
"Injured Animal","12-00035241","Jan 09, 2012",2012,1,"4000 W BARRY AVE, Chicago, Illinois","Back yard - opossum - stuck in fence, in rear of property",-87.7271413,41.937277
"Injured Animal","12-00039149","Jan 09, 2012",2012,1,"7200 S COLES AVE, Chicago, Illinois","Street - opossum - opossum was hit by a car and there is blood everywhere",-87.563802,41.7647933
"Injured Animal","12-00076115","Jan 18, 2012",2012,1,"500 W 86TH ST, Chicago, Illinois","Sidewalk - OPOSSUM - DYING",-87.6375865,41.7378708
"Injured Animal","12-00076245","Jan 18, 2012",2012,1,"500 E 86TH ST, Chicago, Illinois","Street - opossum - looks injured",-87.6117167,41.7385122
"Injured Animal","12-00098960","Jan 23, 2012",2012,1,"7400 N ROGERS AVE, Chicago, Illinois","little people's daycare large possum outside during day, someone will be there til 7:00 p.m. - Back yard - opossum - out during the day",-87.6750504,42.0161954
"Injured Animal","12-00112342","Jan 26, 2012",2012,1,"1000 W LELAND AVE, Chicago, Illinois","between kenmore and winthrop on leland - Street - possum - leg",-87.654962,41.9673517
"Injured Animal","12-00113516","Jan 26, 2012",2012,1,"3600 W GRENSHAW ST, Chicago, Illinois","Home - OPOSSUM - BACK PORCH OF 2ND FL-LAYING-NOT MOVING",-87.715663,41.867449
"Injured Animal","12-00117639","Jan 26, 2012",2012,1,"2200 W TOUHY AVE, Chicago, Illinois","Back yard - OPOSSUM - AAPPERS TO BE SICK",-87.6864026,42.0124315
"Injured Animal","12-00132854","Jan 30, 2012",2012,1,"5800 N JERSEY AVE, Chicago, Illinois","Sidewalk - opossum - hit by car dragging itself into the bushes - N/A - bleeding from the mouth",-87.7099216,41.9866911
"Injured Animal","12-00135366","Jan 31, 2012",2012,1,"13300 S BALTIMORE AVE, Chicago, Illinois","Street - opossum",-87.547408,41.6535525
"Injured Animal","12-00136327","Jan 31, 2012",2012,1,"3000 N OKETO AVE, Chicago, Illinois","Parkway - OPOSSUM - HIT BY A CAR-STILL ALIVE AY PKWY",-87.8118506,41.9345758
