Type,Service Request No,Created Date,Created Year,Created Month,Block Address,Description
Injured Animal,11-01492282,"May 07, 2011",2011,5,6800 S CONSTANCE AVE,Parkway - ALIVE BUT NOT MOVING. - RACCOON ALIVE BUT NOT MOVING.
Injured Animal,11-01497199,"May 07, 2011",2011,5,4900 N SPRINGFIELD AVE,Alley - RACCOON - LOOKS SICK AND MAY BE DYING
Injured Animal,11-01504343,"May 07, 2011",2011,5,6800 S CONSTANCE AVE,Front yard - raccoon - looks sick
Injured Animal,11-01504379,"May 07, 2011",2011,5,6800 S CONSTANCE AVE,Sidewalk - raccoon - animal is in the driveway and it looks sick and moving very slow - the animal is large
Injured Animal,11-01505795,"May 07, 2011",2011,5,6800 S CRANDON AVE,Sidewalk - raccoon - laying on the sidewalk sick
Injured Animal,11-01525281,"May 08, 2011",2011,5,0 W WASHINGTON ST,Other - RACCOON - UNKOWN- IN THE DALEY PLAZA- WASHINGTON AND DEARBORN
Injured Animal,11-01536781,"May 08, 2011",2011,5,5800 N MASON AVE,Back yard - raccoon - something wrong with its eye
Injured Animal,11-01553442,"May 09, 2011",2011,5,6700 S CREGIER AVE,Curb line - RACCOON - UNKOWN
Injured Animal,11-01560269,"May 09, 2011",2011,5,6900 S UNION AVE,"Other - Alley - raccoon - appears sickly, going between the garages at - CALLER WOULD LIKE A FOLLOW-UP CALL."
Injured Animal,11-01560288,"May 09, 2011",2011,5,6900 S UNION AVE,"Other - Alley - raccoon - appears sickly, going between the garages at  - CALLER WOULD LIKE A FOLLOW-UP CALL."
Injured Animal,11-01560416,"May 09, 2011",2011,5,6300 S SACRAMENTO AVE,Back yard - raccoon - big piece of metal stuck in feet
Injured Animal,11-01560809,"May 09, 2011",2011,5,6800 S CONSTANCE AVE,Sidewalk - RACCOON - UNKOWN
Injured Animal,11-01561635,"May 09, 2011",2011,5,6700 S CREGIER AVE,Parkway - RACCOON - UNKNOWN
Injured Animal,11-01565588,"May 09, 2011",2011,5,6700 S CREGIER AVE,Street - raccoon - hit by car
Injured Animal,11-01566764,"May 09, 2011",2011,5,1700 E 67TH ST,raccoon - can't walk - Curb line on the 67th st side of the property
Injured Animal,11-01566774,"May 09, 2011",2011,5,6800 S CONSTANCE AVE,Back yard (on constance) - raccoon - broken leg
Injured Animal,11-01569904,"May 09, 2011",2011,5,1700 E 67TH ST,on side of address on cregier at curb -- Street - raccoon - hit by cat - broken front and back leg / raccoon trying to walk and keeps falling
Injured Animal,11-01570400,"May 09, 2011",2011,5,6700 S CREGIER AVE,raccoon - Curb line - laying against
Injured Animal,11-01570401,"May 09, 2011",2011,5,6700 S CREGIER AVE,Sidewalk - raccoon - sick
Injured Animal,11-01570404,"May 09, 2011",2011,5,6700 S CREGIER AVE,Curb line - raccoon - laying against
Injured Animal,11-01570549,"May 09, 2011",2011,5,1800 E 67TH ST,Street - raccoon - lying in a hole near curb/curb is broken and raccoon is stuck in the hole
Injured Animal,11-01572604,"May 09, 2011",2011,5,6700 S CREGIER AVE,Street/by curb- raccoon - sickly-maybe hit by auto -[caller will be waiting at location as long as she can- unitl ACC drivers arrive]
Injured Animal,11-01575071,"May 09, 2011",2011,5,3300 W 13TH ST,Street - raccoon - broken leg - Sidewalk
Injured Animal,11-01584729,"May 10, 2011",2011,5,6700 S CREGIER AVE,Street - raccoon - doesnt move for past  2 days - N
Injured Animal,11-01584802,"May 10, 2011",2011,5,6700 S CREGIER AVE,Street - raccoon - sitting on the side of the street not moving much and wounded
Injured Animal,11-01588297,"May 10, 2011",2011,5,3300 W 13TH ST,Back yard - raccoon - fell off of roof now laying there suffering
Injured Animal,11-01588554,"May 10, 2011",2011,5,3100 W 40TH PL,raccoon - bleeding
Injured Animal,11-01601781,"May 10, 2011",2011,5,3000 S ALBANY AVE,CORRECT ADDRESS IS - RACCOON - NOT ABLE TO WALK -EAR IS BLEEDING
Injured Animal,11-01602319,"May 10, 2011",2011,5,1600 W 99TH ST,Street - raccoon - unknown / walking around / disoriented/ a t and t building
Injured Animal,11-01606042,"May 10, 2011",2011,5,4900 N MILWAUKEE AVE,baby raccoon - baby raccoon on stairway at metra station jefferson stop as you get off train to  go to parking lot all balled up by steps.
Injured Animal,11-01607625,"May 10, 2011",2011,5,4900 N MILWAUKEE AVE,Other - baby raccoon - unknown - lying on metra stairs leading to pkg lot - N/A
Injured Animal,11-01625059,"May 11, 2011",2011,5,6700 S SOUTH SHORE DR,"Other -  baby raccoon - rear of bldg, crying and trying to get inside of bldg -  pls let condo association know if animal control will pickup baby raccoon."
Injured Animal,11-01638711,"May 11, 2011",2011,5,6800 N ASHLAND BLVD,Back yard - raccoon - is not really moving looks sick..on the steps between 2nd and 3rd level
Injured Animal,11-01654376,"May 12, 2011",2011,5,3100 W COLUMBUS AVE,Other / BACK OF BLDG. ON DRIVEWAY - RACCOON - RACCOON GOT STUCK IN A FAN ON THE ROOF. CALLER TOOK RACCOON OFF ROOF AND IT IS BLEEDING
Injured Animal,11-01659055,"May 12, 2011",2011,5,6900 S CREGIER AVE,Back yard - RACCOON - LEG
Injured Animal,11-01663699,"May 12, 2011",2011,5,4800 W CULLOM AVE,Street - baby raccoon - can't move
Injured Animal,11-01672146,"May 12, 2011",2011,5,5600 N LINCOLN AVE,Sidewalk - raccoon - newborn fallen
Injured Animal,11-01695734,"May 13, 2011",2011,5,7000 S BENNETT AVE,Street - raccoon - hit by car
Injured Animal,11-01696154,"May 13, 2011",2011,5,7000 S BENNETT AVE,Street - raccoon - injured leg - only able to walk a few feet - caller states that the animal was on her backyard and he is now roaming the stteeeet
Injured Animal,11-01696437,"May 13, 2011",2011,5,7000 S BENNETT AVE,RACCOON - Parkway - LAYING AT PARKWAY-BARELY MOVING-CROSSWALK-SICK
Injured Animal,11-01702888,"May 13, 2011",2011,5,11400 S SPAULDING AVE,Back yard - raccoon - brkn legs --
Injured Animal,11-01727498,"May 14, 2011",2011,5,6400 S PROMONTORY DR,Other - raccoon - sick
Injured Animal,11-01730812,"May 14, 2011",2011,5,5100 W NELSON ST,Back yard - raccoon - bleeding from the mouth-can hear it screaming thru the phone as caller was speaking to me.
Injured Animal,11-01733782,"May 14, 2011",2011,5,9100 S LEAVITT ST,racoon - Back yard - dog bit raccoon and raccoon having trouble walking now
Injured Animal,11-01734574,"May 14, 2011",2011,5,9100 S BELL AVE,Other - BABY RACCOON - STUCK UNDER FENCE - N/A
Injured Animal,11-01738865,"May 14, 2011",2011,5,5500 S KENWOOD AVE,Back yard - raccoon - back left leg is injury
Injured Animal,11-01742226,"May 14, 2011",2011,5,3400 S CALIFORNIA AVE,raccoon - Front yard - twitching balled up right by the door of speedway gas station.
Injured Animal,11-01765510,"May 15, 2011",2011,5,6700 S CORNELL AVE,"DOWN STREET FROM WALGREENS, BY A PARKING LOT NEAR THE BUS STOP - Sidewalk - RACCOON - WALKING SLOW AND LIMPING"
Injured Animal,11-01765544,"May 15, 2011",2011,5,6700 S STONY ISLAND AVE,Street - raccoon - unknown / not moving
Injured Animal,11-01765599,"May 15, 2011",2011,5,6700 S CORNELL AVE,Street - RACCOON - WALKING IN CIRCLES
Injured Animal,11-01765629,"May 15, 2011",2011,5,6700 S CORNELL AVE,"Street - raccoon - raccoon barely moving, look sick...raccoon trying to cross stony island"
Injured Animal,11-01767347,"May 15, 2011",2011,5,6600 S CORNELL DR,Street - RACCOON - NOT SURE BUT STANDING IN THE MIDDLE OF THE STREET APPEARS DISORIENTATED
Injured Animal,11-01767432,"May 15, 2011",2011,5,6600 S CORNELL DR,Street - RACCOON - CALLER SAID THAT THE RACCOON IS LIMPING AROUND IN CIRCLES
Injured Animal,11-01767435,"May 15, 2011",2011,5,6600 S CORNELL DR,"Street - raccoon - hit by car, sitting in the middle of traffic"
Injured Animal,11-01805722,"May 16, 2011",2011,5,2600 W 85TH PL,"raccoon giving birth -- inside the black garbage cart at the curside.... cart is covered,,with brick on top  ... - raccoon giving birth - Parkway - raccoon giving birth"
Injured Animal,11-01808645,"May 16, 2011",2011,5,800 W BUENA AVE,Other - raccoon - ws attacked by a dog.....outsdie the window
Injured Animal,11-01813860,"May 16, 2011",2011,5,5400 W HUTCHINSON ST,Curb line - BABY RACCOONS - BABIES WITHOUT MOTHER
Injured Animal,11-01828069,"May 17, 2011",2011,5,1200 E 55TH ST,Other - baby raccoon - broken leg  heading so   east side of st.
Injured Animal,11-01836944,"May 17, 2011",2011,5,800 W BUENA AVE,"Sidewalk - rac - raccoon - attacked by dog.acc came out and couldnt find it,but it's in front of school right now"
Injured Animal,11-01841514,"May 17, 2011",2011,5,11000 S AVENUE D ,Back yard/garage - baby raccoon
Injured Animal,11-01846974,"May 17, 2011",2011,5,800 W BUENA AVE,coach house/office building in rear - Vacant lot/Parking lot - 2 young raccoons - sick and not moving around much
Injured Animal,11-01887865,"May 18, 2011",2011,5,3400 W 115TH PL,Back yard - RACCOON   80 LBS  CALLER BELIEVES PREGNANT   REAL CONCERN  RACCOON SPOTTED IN DAYTIME MUST BE SICK   SO I'VE ENTERED AN INKURED ANIMAL - RACCOON IN THE DAYTIME   MUST BE INJURED
Injured Animal,11-01902852,"May 19, 2011",2011,5,3700 S HERMITAGE AVE,Street - raccoon - in middle of street bleeding
Injured Animal,11-01917717,"May 19, 2011",2011,5,3200 S WOOD ST,Back yard - raccoon - dying - can barely walk keeps falling down - N/A
Injured Animal,11-01919891,"May 19, 2011",2011,5,4100 N LONG AVE,baby raccoon at warner and long the tree next to the stairs
Injured Animal,11-01922254,"May 19, 2011",2011,5,1900 S TROY ST,Sidewalk - raccoon - bleeding (curled up )
Injured Animal,11-01922272,"May 19, 2011",2011,5,1900 S TROY ST,Sidewalk - RACCOON - - ADULT HAS FALLEN AND CANT GET UP
Injured Animal,11-01924813,"May 19, 2011",2011,5,6700 S CONSTANCE AVE,raccoon - Street - legs
Injured Animal,11-01925333,"May 19, 2011",2011,5,3200 S WOOD ST,raccoon - legs are injured  - Other in the gangway
Injured Animal,11-01938483,"May 20, 2011",2011,5,1300 N KARLOV AVE,Sidewalk - raccoon - hit by a car
Injured Animal,11-01940619,"May 20, 2011",2011,5,1300 S KARLOV AVE,Sidewalk - raccoon - foaming at the mouth
Injured Animal,11-01979094,"May 21, 2011",2011,5,4300 W WILCOX ST,Back yard - RACCOON - BABY RACCOON NOT MOVING-SICK
Injured Animal,11-01981154,"May 21, 2011",2011,5,5100 S MASON AVE,Back yard - newborn raccoons - no signs of mother --4-5 newborn - newborn raccoons
Injured Animal,11-02009361,"May 22, 2011",2011,5,5900 N MANTON AVE,Front yard - raccoon - alive but not moving - the caller has place it inside a cardboard box
Injured Animal,11-02016908,"May 22, 2011",2011,5,2100 S SPRINGFIELD AVE,Parkway - RACCOON - INJURED LEG-BARELY MOVING
Injured Animal,11-02022498,"May 22, 2011",2011,5,1300 W NORTH SHORE AVE,Home - raccoon - not sure - Back yard
Injured Animal,11-02043290,"May 23, 2011",2011,5,4900 N KILDARE AVE,Parkway - raccoon - dragging leg
Injured Animal,11-02044727,"May 23, 2011",2011,5,4900 N KILDARE AVE,"Parkway - RACCOON - UNK, GOING IN CIRCLES"
Injured Animal,11-02054037,"May 23, 2011",2011,5,900 N FAIRFIELD AVE,Other - front porch raccoon - cannot move
Injured Animal,11-02058274,"May 23, 2011",2011,5,1400 S KOMENSKY AVE,Sidewalk - RACCOON - RACCOON JUST LAYING IN STREET-INJURED
Injured Animal,11-02061025,"May 23, 2011",2011,5,900 N FAIRFIELD AVE,Front yard - raccoon - not able to move - right in front of caller's basement door between front yard and buildings -[afraid of raccoon requesting removal asap]
Injured Animal,11-02173819,"May 26, 2011",2011,5,6700 N SIOUX AVE,RACCOON - Back yard UNDERNEATH THE PORCH - MISSING PART OF A LEG
Injured Animal,11-02194238,"May 27, 2011",2011,5,5200 S GREENWOOD AVE,Street - RACCOON - WEST SIDE OF STREET BY A PARKED CAR - SICK
Injured Animal,11-02194282,"May 27, 2011",2011,5,5200 S GREENWOOD AVE,Street - raccoon - looks sick
Injured Animal,11-02197171,"May 27, 2011",2011,5,5200 S GREENWOOD AVE,Sidewalk - RACCOON - LEGS IT'S WALKING VERY SLOW AND STOPPING
Injured Animal,11-02197184,"May 27, 2011",2011,5,5200 S WABASH AVE,Front yard - RACCOON--SICK - NOT MOVING JUST SITTING IN THE FRONT PORCH GROWLING AND CRYING
Injured Animal,11-02197577,"May 27, 2011",2011,5,5200 S GREENWOOD AVE,Sidewalk - RACCOON - DISORIENTED
Injured Animal,11-02205012,"May 27, 2011",2011,5,5200 S GREENWOOD AVE,Sidewalk - raccoon - walking back and forth looking sick
Injured Animal,11-02206316,"May 27, 2011",2011,5,5300 S GREENWOOD AVE,Curb line - RACCOON - UNKOWN
Injured Animal,11-02206446,"May 27, 2011",2011,5,5200 S GREENWOOD AVE,Parkway - RACCOON - UNKOWN
Injured Animal,11-02209994,"May 27, 2011",2011,5,1100 E 53RD ST,Sidewalk - RACCOON - FELL OFF THE ROOF CANNOT MOVE
Injured Animal,11-02210561,"May 27, 2011",2011,5,5300 S GREENWOOD AVE,Sidewalk - RACCOON - CALLER SAID THAT THE RACCOON HAS FALLEN OFF THE ROOF
Injured Animal,11-02211788,"May 27, 2011",2011,5,1100 E 53RD ST,raccoon - fell off of the roof - Front yard
Injured Animal,11-02211794,"May 27, 2011",2011,5,1100 E 53RD ST,Sidewalk - RACCOON - RACCOON IS LYING ON SIDEWALK SICK
Injured Animal,11-02211946,"May 27, 2011",2011,5,1100 E 53RD ST,Street - raccoon - lying on the sidewalk not moving
Injured Animal,11-02215540,"May 27, 2011",2011,5,2200 W 111TH ST,Front yard - RACCOON - CALLER STATES BABY RACCOON IN THE FRONT YARD.
Injured Animal,11-02221022,"May 28, 2011",2011,5,5200 S GREENWOOD AVE,Other - BABY RACCOON - MOTHER WAS KILLED ON THE FRONT STAIRS OF THIS HOME PARTY WAS WALKING BY
Injured Animal,11-02234690,"May 28, 2011",2011,5,5400 S WOODLAWN AVE,Front yard - RACCOON - IT DON'T LOOK TO HEALTHY
Injured Animal,11-02278672,"May 29, 2011",2011,5,9600 S CALUMET AVE,Back yard - 6 baby raccoons - caller reports that there are six baby raccoons living underneath her neighbors porch
Injured Animal,11-02285796,"May 29, 2011",2011,5,5100 S HOMAN AVE,Back yard - raccoon - baby raccoon on the enclosed back porch
Injured Animal,11-02301883,"May 30, 2011",2011,5,3200 W 21ST ST,Sidewalk - raccoon - ?
Injured Animal,11-02302285,"May 30, 2011",2011,5,2100 S KEDZIE AVE,RACCOON - NOT MOVING FOAMING AT THE MOUTH AT THE PINKS LINE  EL STATION
Injured Animal,11-02303925,"May 30, 2011",2011,5,5600 S MORGAN ST,Back yard - RACCOON - UNKNOWN
Injured Animal,11-02304975,"May 30, 2011",2011,5,4500 S OAKENWALD AVE,RACCOON - SIDE OF HOME BABY RACCOON HAS BEEN THERE FOR SEVERAL DAYS-NOT MOVING - Other
Injured Animal,11-02306563,"May 30, 2011",2011,5,5400 S WOODLAWN AVE,Street - RACCOON - HIT BY CAR - Sidewalk
Injured Animal,11-02307045,"May 30, 2011",2011,5,3400 W 55TH ST,Back yard - RACCOONS - NEWBORNS & 1 MOTHER -PER 311 SUPERVISOR SALINAS
Injured Animal,11-02307055,"May 30, 2011",2011,5,5400 S WOODLAWN AVE,Street - raccoon - broken leg
Injured Animal,11-02309167,"May 30, 2011",2011,5,5400 S WOODLAWN AVE,RACCOON - Curb line ON SOUTHWEST CORNER OF - RACCOON HIT BY A CAR
Injured Animal,11-02310938,"May 30, 2011",2011,5,5400 S WOODLAWN AVE,Sidewalk - RACCOON - Parkway - JUST SITTING AT PKWY-INJURED
Injured Animal,11-02311237,"May 30, 2011",2011,5,5400 S WOODLAWN AVE,"SOUTHWEST CORNER - RACCOON - Curb line - RACCOON HIT BY A CAR, JUST SITTING AT THE CURB"
Injured Animal,11-02311420,"May 30, 2011",2011,5,5400 S WOODLAWN AVE,s/w corner building: - Front yard-by shrubs - raccoon - got hit by car.
Injured Animal,11-02312448,"May 30, 2011",2011,5,11800 S EMERALD AVE,Sidewalk - raccoon - cannot move
Injured Animal,11-02331491,"May 31, 2011",2011,5,7700 S GREEN ST,Street - raccoon under the red plymouth car
Injured Animal,11-02331553,"May 31, 2011",2011,5,5400 S WOODLAWN AVE, - Raccoon - Curb
Injured Animal,11-02332085,"May 31, 2011",2011,5,7700 S GREEN ST,Other - raccoon - hurt
Injured Animal,11-02335565,"May 31, 2011",2011,5,4900 N AVERS AVE,Other - RACCOON - FELL OF CHILD'S ROOF AND HE TOOK IT TO SCHOOL
Injured Animal,11-02337376,"May 31, 2011",2011,5,4500 S OAKENWALD AVE,Street - BABY RACCOON - BROKEN LEG
Injured Animal,11-02339330,"May 31, 2011",2011,5,5100 S CICERO AVE,Raccoon - Street - south bound
Injured Animal,11-02341244,"May 31, 2011",2011,5,3500 W CONGRESS PKWY,Home - RACOON - THE RACCOON IS WEDGED BETWEEN THE TWO BUILDINGS AND CAN NOT GET OUT
Injured Animal,11-02341909,"May 31, 2011",2011,5,5400 S WOODLAWN AVE,Sidewalk - raccoon - unknown
Injured Animal,11-02346365,"May 31, 2011",2011,5,10100 S PERRY AVE,Alley - raccoon - garbage can
Injured Animal,11-02348831,"May 31, 2011",2011,5,3500 W CONGRESS PKWY,Home - raccoon - caught in the window well
Injured Animal,11-02352535,"May 31, 2011",2011,5,500 W 103RD PL,"Front yard - RACCOON - VERY SMALL BABY ANIMAL UNDER THE PORCH, PLEASE CALL IF ANIMAL CONTROL IS NOT COMING OUT TO GET THE ANIMAL"
Injured Animal,11-02353178,"May 31, 2011",2011,5,6900 S CONSTANCE AVE,Parkway - raccoon - not really moving
Injured Animal,11-02355572,"May 31, 2011",2011,5,2100 W 111TH ST,Front yard - raccoons - babies in front of Unit H
Injured Animal,11-02370349,"Jun 01, 2011",2011,6,6900 S CONSTANCE AVE,Curb line - RACCOON - UNKNOWN  WAS CALLED IN YESTERDAY
Injured Animal,11-02390798,"Jun 01, 2011",2011,6,10900 S OAKLEY AVE,Parkway - BABY RACCOON - BROKEN LEG -NORTH EAST CORNER OF 
Injured Animal,11-02423085,"Jun 02, 2011",2011,6,4600 N SPRINGFIELD AVE,Street - baby raccoon - caller reports that the raccoon may have gotten hit by a car/raccoon is turning around in circles by the curb
Injured Animal,11-02424156,"Jun 02, 2011",2011,6,2200 W 109TH ST,"Parkway - baby raccoon - broken leg, newborn between parkway tree and front bush in parkway] 3 times already reporting to 311, in past 3 days"
Injured Animal,11-02424369,"Jun 02, 2011",2011,6,4600 N SPRINGFIELD AVE,Front yard - raccoon - bit by dog?
Injured Animal,11-02424945,"Jun 02, 2011",2011,6,2100 W 111TH ST,Other - 5 BABY RACCOONS - THEY ARE UP UNDER A CAR  CALLER ADDRESS IS 2150 W 111TH ST. UNIT H
Injured Animal,11-02428324,"Jun 02, 2011",2011,6,4600 N SPRINGFIELD AVE,Street - raccoon - baby raccoon under a car
Injured Animal,11-02456049,"Jun 03, 2011",2011,6,7100 N GREENVIEW AVE,Back yard - raccoon - looks sick
Injured Animal,11-02458503,"Jun 03, 2011",2011,6,400 W ERIE ST,Other - raccoon on balcony
Injured Animal,11-02493895,"Jun 04, 2011",2011,6,1400 W ESTES AVE,raccoon - sick
Injured Animal,11-02499252,"Jun 04, 2011",2011,6,1800 W 47TH ST,Home - baby raccoon - mother died so baby racoon
Injured Animal,11-02502290,"Jun 04, 2011",2011,6,1400 W ESTES AVE,CALLERS 2ND REQUEST-RACCOON - HAS NOT NOVED IN OVER 24HRS-HISSING-NEAR A SCHOOL AND A GROUP HOME-LOCATED IN A PLAYGROUND- - Other
Injured Animal,11-02504489,"Jun 04, 2011",2011,6,5600 N LINCOLN AVE,Sidewalk - baby raccoon - shaking & wobbling when it tries to walk - N/A - ON LINCOLN/TALMAN
Injured Animal,11-02504505,"Jun 04, 2011",2011,6,5600 N LINCOLN AVE,baby raccoon - clinging to wall - Sidewalk
Injured Animal,11-02507673,"Jun 04, 2011",2011,6,3800 S HONORE ST,"raccoon - Other - laying on roof look like its dying, its a vacant house."
Injured Animal,11-02530371,"Jun 05, 2011",2011,6,3800 S HONORE ST,Parkway - raccoon - raccoon is shaking and very sick
Injured Animal,11-02531832,"Jun 05, 2011",2011,6,3800 S HONORE ST,Street - RACCOON - UNKNOWN - APPEARS TO BE BAD OFF
Injured Animal,11-02532992,"Jun 05, 2011",2011,6,6900 S ARTESIAN AVE,NEW BORN BABIES AROUND DEAD MOTHER IN ALLEY RACCOON - Alley - NEW BORN RACCOON - NEW BORN 7 BABIES
Injured Animal,11-02545221,"Jun 05, 2011",2011,6,1400 S KENNETH AVE,Vacant lot/Parking lot - raccoon - can't move/breathing heavy
Injured Animal,11-02549082,"Jun 05, 2011",2011,6,1400 S KENNETH AVE,Other  side of building  next to a vacant lot     on the side of a 3 story building - raccoon - folks beat the heck out of this raccoon    police were there  told the gathering public   ACC willbe out    no one ever came    betcha CPD didn;t norify you all
Injured Animal,11-02573143,"Jun 06, 2011",2011,6,3800 W 70TH PL,Street - RACCOON - HIT BY A CAR
Injured Animal,11-02581698,"Jun 06, 2011",2011,6,1000 W COLUMBIA AVE,Back yard - RACCOON - SICK OR INJURY MOVING VERY SLOWLY
Injured Animal,11-02585427,"Jun 06, 2011",2011,6,4700 S ROCKWELL ST,Back yard - raccoon - foaming at the mouth
Injured Animal,11-02588260,"Jun 06, 2011",2011,6,1400 S KENNETH AVE,Back yard - baby raccoon - injured leg
